ID,Name,Description,ColumnSpec,Area,Contribution_ID,Feature_Description,Source
UT091,Are there two sets of local cases?,,,Morphology,UT,"
Spatial case systems often show structuring along two dimensions. On the one hand, they make a distinction between **goal** (also called destination), **location**, and **source** (in more elaborate systems also path may be added). On the other hand, they convey relative orientations that can be associated with notions such as IN, ON, AT, etc. ([Creissels 2012](sources.bib?label=Creissels+2012#cldf:creissels_2012)). This question examines whether a language contains two sets of cases that reveal a tripartite distinction. For instance, Finnish makes a distinction between internal vs. external local cases, as in (1) (see more in [Kittilä and Ylikoski 2011](sources.bib?label=Kittil%C3%A4+and+Ylikoski+2011#cldf:kittila_and_ylikoski_2011)).

(1) Finnish<br/>
>a. Internal relations:<br/> 
>*kori-**in*** (ILL) 'into the basket', *kori-**ssa*** (INE) 'in the basket', *kori-**sta*** (ELA) 'from inside the basket'<br/>

>b. External relations:<br/> 
>*pöydä-**lle*** (ALL) 'onto the table', *pöydä-**llä*** (ADE) 'on the table', *pöydä-**ltä*** (ABL) 'from top of the table'

## Coding

The answer is '1' if it is possible to distinguish between at least two sets of cases (even if there is some syncretism). The answer is '0' if there is only one set or if the candidate for a second set is only represented by a series of unproductive endings appearing with a closed set of words.
",creissels_2012;kittila_and_ylikoski_2011
UT092,Are there three or more sets of local cases?,,,Morphology,UT,"
Languages with a multitude of spatial cases tend to have a structured system. Typically, this means a combination of relative orientation and a distinction between **goal** (also called destination), **location**, and **source**. The relative orientation expressed by cases is usually limited to the notions that can be associated with IN, ON, and AT. ([Creissels 2012](sources.bib?label=Creissels+2012#cldf:creissels_2012)) Whereas the aim of question UT091 is to determine whether there are at least two sets, this question examines whether at least three sets of cases can be found that make a tripartite distinction. This is possible in Hungarian, which in addition to external local cases (associated with ON; e.g., 1a) and internal local cases (associated with IN; e.g., 1b), contains a third set expressing proximity (AT; e.g., 1c).

(1) Hungarian<br/>
> a. External relations:<br/> 
> *asztal-**ra*** (SUBL) 'onto the table', *asztal-**on*** (SPRESS) 'on the table', *asztal-**ról*** (DELA) 'from the table'<br/>

> b. Internal relations:<br/>
> *ház-**ba*** (ILL) '(in)to the house', *ház-**ban*** (INE) 'in the house', *ház-**ból*** (ELA) 'from the house' <br/>

> c. Proximity relations:<br/>
> *ablak-**hoz*** (ALL) 'to the window', *ablak-**nál*** (ADE) 'at the window', *ablak-**tól*** (ABL) 'from the window' 

## Coding

The answer is '1' if it is possible to distinguish between three sets of local cases (even if there is some syncretism). The answer is '0' if there are less than three sets or if the candidate for a third set only contains a series of unproductive endings appearing with a closed set of words.
",creissels_2012
UT093,Is there a dedicated case that expresses the means by which something is carried out (instrumental) and/or accompaniment (comitative)?,,,Morphology,UT,"
*Comitative* and *instrumental* are labels used to denote grammaticalized semantic relations that can be coded in various ways, such as case affixes and adpositions ([Stolz et al. 2013](sources.bib?label=Stolz+et+al.+2013#cldf:wals-52)). This question asks whether there is a case that primarily expresses an instrumental and/or comitative function. For example, the Estonian comitative case can be used for both functions (1a-b). In Komi Zyrian, however, there is a separate comitative case that is primarily found in the sociative function, typically with animate nouns, as shown in (2) ([Kuznetsov 2022](sources.bib?label=Kuznetsov+2022#cldf:bakro-nagy_komi_2022):493).

(1) Estonian<br/> 
>a. *lusikaga* (instrumental function)<br/>
>lusika-ga<br/>
>spoon-COM<br/>
>‘with a spoon’<br/>

>b. *lapsega* (comitative function)</br>
>lapse-ga<br/>
>child-COM<br/>
>‘with a child’</br>

(2) Komi Zyrian<br/>
>*мамыдкöд*<br/>
>mɑm-ɨd-kɘd<br/>
>mother-POSS.2SG-COM<br/>
>‘with your mother’<br/>

## Coding

The value is '1', if there is a case that has at least one of the above mentioned functions as the primary function. The value is '0', if the comitative and/or instrumental meaning is a secondary function of another case.
",bakro-nagy_komi_2022;wals-52
UT203,"Is there a case that expresses the means by which something is carried out (instrumental), which is different from a case that expresses accompaniment (comitative) or other relations?",,,Morphology,UT,"
The aim of this question is to determine whether there are distinct means of expressing accompaniment (""in the company of"") and the instrumental function (""using, by means of"") (cf. UT093). For example, in Komi Zyrian, there is a separate comitative case (1a) and a separate instrumental case (1b) ([Kuznetsov 2022](sources.bib?label=Kuznetsov+2022#cldf:bakro-nagy_komi_2022):492-493).

(1) Komi Zyrian<br/>
>a. *мамыдкöд* (comitative)<br/>
>mɑm-ɨd-kɘd<br/> 
>mother-POSS.2SG-COM<br/>
>'with your mother’(comitative)

>b. *паньöн* (instrumental)<br/>
>*pɑɲ-ɘn<br/> 
>spoon-INS<br/> 
>‘with a spoon’

## Coding

The value is '1', if there is a separate case denoting the instrumental function. The value is '0', if the instrumental meaning is a secondary meaning of another case, such as a locative case.
",bakro-nagy_komi_2022
UT095,Is there a dedicated case that expresses the result of a change of state (translative) and/or a state of being (essive)?,,,Morphology,UT,"
The essive typically denotes a temporary location or state of being (e.g., ""as a child""), whereas the translative expresses the result of a change of state (“becoming X” or “change to X"") ([de Groot 2017](sources.bib?label=de+Groot+2017#cldf:groot_2017):6). This question examines whether there is a case that encodes at least one of these functions. In South Saami, a single case (called the *essive*) covers both functions (see 1a-b), whereas in Finnish there are two distinct cases (called the *translative* and *essive* in Finnish grammars; see 2a and 2b).  

(1) South Saami<br/>
>a. *Dïhte sjïdti **lohkehtäjjine***<br/>
>3SG become.PST.3SG teacher.ESS<br/>
>’She became a teacher’<br/>

>b. *Dïhte barka **lohkehtäjjine***<br/>
>3SG work.3SG. teacher.ESS<br/>
>’She works as a teacher’<br/>

(2) Finnish<br/> 
>a. *Hän opiskeli **opettajaksi***<br/>
>hän opiskel-i opettaja-ksi<br/>
>3SG study-PST.3SG teacher-TRA<br/>
>‘She studied to become a teacher’<br/>

>b. *Hän työskentelee **opettajana***<br/>
>hän työskentele-e opettaja-na<br/>
>3SG work-3SG teacher-ESS<br/>
>‘She works as a teacher’<br/>

## Coding

The value is '1', if there is a case that encodes at least one of the functions mentioned above. Thus, both South Saami and Finnish are coded as '1'. The value is '0', if there is no such case or if expressing the result of a change of state and/or state of being is only a secondary function of another case (e.g., a local case).
",groot_2017
UT096,"Is there a case that expresses a state of being (essive), which is different from a case that expresses the result of a change of state (translative) or other relations?",,,Morphology,UT,"
The aim of this question is to determine whether there is a separate case for expressing a state of being (usually called the *essive*), distinct from the case typically used to mark the result of a change of state (for an example of overlap, see UT095). In Finnish, for instance, these two meanings are encoded by different cases, called the *essive* (1a) and *translative* (1b).

(1) Finnish<br/>

>a. *Hän työskentelee **opettajana***<br/>
>hän työskentele-e opettaja-na<br/>
>3SG work-3SG teacher-ESS<br/>
>‘She works as a teacher’

>b. *Hän opiskeli **opettajaksi***<br/>
>3SG opiskel-i opettaja-ksi<br/>
>s/he study.-PST.3SG teacher-TRA<br/>
>‘She studied to become a teacher'
 
## Coding

The value is '1' if there is a separate case for expressing a state of being (as in Finnish example 1a). The value is '0' if this meaning only emerges as a secondary function of another case.",
UT097,Is there a dedicated case that expresses equativity?,,,Morphology,UT,"
In equative constructions, two referents can be regarded as having a gradable property to the same degree. Such constructions typically consist of (i) a comparee (see ‘Kim’ in example 1), (ii) a degree-marker (‘as’), (iii) a parameter (‘tall’), (iv) a standard-marker (‘as’), and (v) a standard (‘Pat'); If the standard-marker is a suffix it is possible to speak about an equative case ([Haspelmath 2017](sources.bib?label=Haspelmath+2017#cldf:haspelmath_2017)). For example, in Erzya, although with some reservations, the suffix *-ʃkɑ* is included in the case paradigm (referred to as the comparative). It is used to encode the size or approximate quantity of a referent, as in example (2) (Ajanki and Hamari 2022:399–400).

(1) English<br/>
>*Kim is as tall as Pat*
([Haspelmath 2017](sources.bib?label=Haspelmath+2017#cldf:haspelmath_2017):19)<br/>

(2) Erzya and Moksha<br/>
>*алашашка*<br/>
>ɑlɑʃɑ-ʃkɑ<br/>
>horse-CMPR<br/>
>‘as big as a horse’<br/>
([Hamari and Ajanki 2022](sources.bib?label=Hamari+and+Ajanki+2022#cldf:bakro-nagy_mordvin_2022):418)

## Coding

The value is '1', if there is a separate morphological marker to compare two referents with respect to a gradable property (as in Erzya and Moksha). If there is no case marker or it is only possible to use derivational means, the value is ‘0’.
",bakro-nagy_mordvin_2022;haspelmath_2017
UT098,Is there an inflectional nominal marker for expressing benefactive or destinative semantics independent from the dative?,,,Morphology,UT,"
“The beneficiary is a participant that is advantageously affected by an event without being its obligatory participant (either agent or primary target, i.e., patient)” ([Zúñiga and Kittilä 2010](sources.bib?label=Z%C3%BA%C3%B1iga+and+Kittil%C3%A4+2010#cldf:zuniga_and_kittila_2010):2). The noun phrase in question is usually a recipient-like argument of the clause. In Enets, for instance, there is a dedicated benefactive marker consisting of a specific suffix (usually called the *destinative*) followed by a possessive suffix, which in transitive clauses attaches to the direct object ([Khanina and Shluinsky 2014](sources.bib?label=Khanina+and+Shluinsky+2014#cldf:khanina_rare_2014):1391-1392).

(1) Forest Enets<br/>
>*modj tɔrse **karezod** tɔztazʔ*<br/>
>modj tɔrse kare-zo-d tɔz-ta-zʔ<br/>
>1SG such  fish-DEST.SG-OBL.SG.2SG bring(pfv)-FUT-1SG.S<br/>
‘I will bring such fish for you’<br/>
([Khanina & Shluinsky 2014](sources.bib?label=Khanina+%26+Shluinsky+2014#cldf:khanina_rare_2014):1403)

## Coding

The value is '1', if there is a dedicated nominal marker for expressing benefactive/destinative semantics distinct from the dative marker. The value is '0', if there is no dedicated marker, or if an adpositional construction must be used (as in 'for you' in the English translation).
",khanina_rare_2014;zuniga_and_kittila_2010
UT099,Is there (in addition to the basic declension) a declension different from a possessive declension? ,,,Morphology,UT,"
Nominal inflection includes case marking. For instance, the Finnish noun meaning 'friend' inflects as follows: *ystävä* (Nom) : *ystävän* (Gen) : *ystävää* (Prt), etc. In addition to case inflection, there may also be possessive inflection, e.g., Finnish *ystäväni* means 'my friend', *ystäväsi* 'your friend', etc. This question examines whether nouns show any other types of inflection. For example, in Erzya, there is a distinction between definite and indefinite inflection of nouns (1a-b).

(1) Erzya<br/>
>a. *veĺe : veĺe-ń* (indefinite inflection)<br/>
>village.NOM.SG : village-GEN.SG<br/>

>b. *veĺe-ś : veĺe-ńt´* (definite inflection)<br/>
>village-NOM.DEF.SG : village-NOM.DEF.GEN<br/>
([Aasmäe 2012](sources.bib?label=Aasm%C3%A4e+2012#cldf:aasmae_2012))

## Coding

The value is '1', if there is a definite inflection (as in Erzya) or any other type of nominal inflection distinct from the basic and possessive inflection. Otherwise the value is '0'.
",aasmae_2012
UT100,Is it possible to use the singular with the paired body parts/clothing/accessories that accompany them?,,,Morphology,UT,"
A noun can appear in the singular to denote paired body parts (1) or clothing/accessories that accompany them (2). This may be true even for languages with a dual number. To denote one member of the pair, the word for ‘half’ is typically used.

(1) Udmurt<br/>
>*син*<br/>
>ɕin<br/>
>eye.NOM.SG<br/>
>'eyes'

(2) Hungarian<br/>
>*Koszos a **cipő***<br/>
>dirty.NOM.SG DEF.ART shoe.NOM.SG<br/>
>‘The shoes are dirty’<br/>
>([Rounds 2001](sources.bib?label=Rounds+2001#cldf:rounds_hungarian_2001)) 

## Coding

The answer is '1' if in at least one of the instances (paired body parts/clothing/accessories) it is possible to use a singular form (examples 1-2). The answer is '0' if there are no such instances or the singular form can only be associated with lexicalized forms, adverbial or postpositional usages. For instance, *jalas* in the Estonian example (3) could be analyzed as an adverbial.

(3) Estonian<br/>
>*Kingad on **jalas***<br/>
>kinga-d on jalas<br/>
>shoe-PL  be.3SG jalg.INE<br/>
>‘I have shoes on, I am wearing shoes’ (Lit. ‘Shoes are in my leg’)
",rounds_hungarian_2001
UT101,Can the marking of the possessor in the attributive construction vary?,,,Syntax,UT,"
Attributive constructions (also called *phrasal possession*) consist of a possessor and possessee, which can be used to express a wide range of meanings, e.g. physical and abstract possession (cf. *my cup* vs. *my thoughts*), inalienable possession (*my eyes*), permanent and temporary possession,  part-whole relations, etc. ([Heine 2006](sources.bib?label=Heine+2006#cldf:heine_2006)). This question examines, whether there is more than one option for marking the possessor in such attributive constructions. In Udmurt, for instance, the possessor can commonly occur in the genitive (1a), nominative (1b), and ablative case (1c). Differences in encoding may have different grounds. In Udmurt, the nominative case tends to be used with inalienable or indefinite possession, whereas ablative marking is conditioned by syntactic factors – it appears when the possessor functions as a direct object (1c) ([Edygarova 2009](sources.bib?label=Edygarova+2009#cldf:edygarova_attributive_2009)).

(1) Udmurt<br/>
>a. ***solen** ešez*<br/>
>so-len eš-ez<br/>
>3SG-GEN friend-3SG<br/>
>‘his friend'<br/>

>b. ***val** jir*<br/> 
>horse.NOM head.NOM<br/>
>’horse’s head’<br/>

>c. ***avtorleś** malpanze valamonges kare*<br/> 
>avtor-leś malpan-z-e vala-mon-ges kar-e<br/> 
>author-ABL idea-3SG-ACC understand-PTCP-COMP do-PRS.3SG<br/> 
>’it makes the author’s idea more understandable’<br/>
([Edygarova 2009](sources.bib?label=Edygarova+2009#cldf:edygarova_attributive_2009))

## Coding

The value is '1', if there is more than one option for codeing the possessor in the attributive construction. The value is '0' if there is only one general pattern, or if alternative marking is possible but only in limited/lexicalized instances.
",edygarova_attributive_2009;heine_2006
UT102,Can the possessor in the attributive construction be encoded with the nominative?,,,Syntax,UT,"
There are several ways to encode attributive possession. A marker may appear on the possessor and/or on the possessee, or the two elements may simply be juxtaposed. This question examines whether the possessor can occur in the nominative case, as in Hungarian (1) and Udmurt (2). In example (1), the possessee also carries a 3rd person possessive suffix, whereas example (2) illustrates simple juxtaposition.

(1) Hungarian<br/>
>***Kornél**  kalapja*<br/>
>Kornél  kalap-ja<br/>
>Kornél.NOM.SG  hat-POSS.3SG<br/>
>‘Kornél’s hat’<br/>
>([Rounds 2001](sources.bib?label=Rounds+2001#cldf:rounds_hungarian_2001))

(2) Udmurt<br/> 
>***val** jir*<br/> 
>horse.NOM.SG head.NOM.SG<br/> 
>’horse’s head’<br/> 
>([Edygarova 2009](sources.bib?label=Edygarova+2009#cldf:edygarova_attributive_2009))

## Coding

The value is ‘1’ if the possessor in an attributive construction can occur in the nominative case when expressing a central function of possession (e.g., physical possession, body-part or kinship relations). The value is ‘0’ if the nominative case is not used in this function or it only appears in limited or lexicalized instances.
",edygarova_attributive_2009;rounds_hungarian_2001
UT204,Are singular and plural possessee distinguished in the possessive declension? ,,,Morphology,UT,"
Possessive affixes attached to the head noun (the possessee) indicate the person and number of the possessor, e.g., Finnish *omena-ni* [apple-POSS.1SG] 'my apple' vs. *omena-si* [apple-POSS.2SG] 'your apple'; *kirja-ssa-ni* [book-INE-POSS.1SG] 'in my book' vs. *kirjoi-ssa-ni* [book.PL-ELA-POSS.1SG] 'in your books'. However, the number of the items possessed can also be encoded in the possessive marker. For instance, in Erzya and Moksha, in some persons, it is possible to make a distinction between singular and plural possessees, as in example (1a-b) ([Hamari and Ajanki 2022](sources.bib?label=Hamari+and+Ajanki+2022#cldf:bakro-nagy_mordvin_2022):403).   

(1) Erzya<br/>
>a. *цёразо*<br/> 
>t͡sjorɑ-zo<br/>
>son-POSS.3SG<br/>
>‘his/her son’<br/>

>b. цёранзо<br/>
>t͡sjorɑ-nzo<br/>
>son-POSS.3PL<br/>
>‘his/her sons’<br/>

Here, we are only concerned with instances where the distinction is made by specialized possessive affixes, even if this does not apply to the entire paradigm. By comparison, in Hungarian, a plural marker indicates plurality, while the possessive marker itself does not vary (2). Thus, Hungarian is coded ‘0’ for this feature.

(2) Hungarian<br/>
>*almám vs. almáim*<br/>
>almá-m vs. almá-i-m<br/>
>apple-POSS.1SG vs. apple-PL-POSS.1SG<br/> 
>'my apple vs. my apples'<br/>

## Coding

The value is '1', if the number of items possessed can be clearly distinguished in the possessive marker, i.e., there are separate affixes to denote a singular vs. plural possessee (see example 1) or singular vs. dual vs. plural. The value is '0', if there are no such separate affixes (see example 2) or if the language lacks possessive suffixes.
",bakro-nagy_mordvin_2022
UT104,Can a 2Sg possessive suffix be used to mark definiteness?,,,Morphology,UT,"
Definiteness is primarily concerned with the identifiability of a referent expressed with a noun phrase in ongoing discourse. It is often expressed by lexical items (articles) but affixes also occur ([Lyons 1999](sources.bib?label=Lyons+1999#cldf:lyons_1999)). One option is also to use possessive affixes, in which case they have a non-possessive meaning. This question asks whether 2Sg possessive suffixes can be used to mark definiteness (cf. also UT105), as in Forest Enets. 

(1) Forest Enets<br/> 
>(About a daughter-in-law: she can sew, her house is in order, she cooks, …)<br/>
>***baʔad** nʲe periʔ kɔltagooza*<br/>
>baʔa-d nʲe periʔ kɔlta-goo-za<br/>
>bed-OBL.SG.2SG cover always wash-dur-3SG.O:SG<br/>
>‘…she always washes the bed sheets’<br/>
([Khanina and Shluinsky 2017](sources.bib?label=Khanina+and+Shluinsky+2017#cldf:khanina__2017))

## Coding

The value is '1' if a 2Sg possessive suffix can be used to mark definiteness. The value is '0' if the 2Sg possessive suffix does not have such a function or if possessive suffixes are not present in a language.
",khanina__2017;lyons_1999
UT105,Can a 3Sg possessive suffix be used to mark definiteness?,,,Morphology,UT,"
Possessive suffixes may also occur in non-possessive functions, such as marking definiteness (see also UT104). This question asks whether 3Sg possessive suffixes can be used to convey definiteness. For example, in Nganasan, the 3Sg possessive suffix is used to indicate definiteness of celestial bodies and natural phenomena when the entity is a celestial body or when it is topicalized ([Wagner-Nagy 2018](sources.bib?label=Wagner-Nagy+2018#cldf:wagner-nagy_grammar_2018):174). 

(1) Nganasan<br/>
>***kouðu** ŋǝðutɨ, ŋǝtumhi͡atɨ*<br/>
>kou-ðu ŋǝðu-tɨ, ŋǝtu-m-hi͡atɨ<br/>
>sun-3SGPOSS be.visible-AOR.3SG be.visible-TRL-INFER.3SG<br/>
>‘The sun is visible, it becomes visible’<br/>
(Wagner-Nagy 2019:174)

## Coding

The value is '1' if a 3Sg possessive suffix can be used to mark definiteness. The answer is '0' if no such function can be attested or if possessive suffixes are not present in a language.
",wagner-nagy_grammar_2018
UT106,Is there a human vs. non-human distinction in independent interrogative pronouns?,,,Lexicon,UT,"
This distinction means that a language uses one interrogative pronoun for humans and another for non-humans. For example, in Mansi, *xoonxa*/*xotjut* means ‘who’ and is used for humans, whereas *manõr* means ‘what’ and is used for animals and inanimate objects ([Riese 2001](sources.bib?label=Riese+2001#cldf:riese_vogul_2001)).

## Coding

The value is '1' if the language has an interrogative pronoun specifically for humans and another for non-humans. If the language instead exhibits an animacy distinction (i.e., animate vs. inanimate), the value is 0.
",riese_vogul_2001
UT107,Does 'who' commonly appear as a relative pronoun used for animates other than humans?,,,Syntax,UT,"
Relative clauses may be introduced by a pronoun. This question asks whether the interrogative pronoun 'who' can function as a relative pronoun referring to animates other than humans. For instance, in the Livonian example (1), *kis* 'who' is used for snakes.

(1) Livonian<br/>
>*ne ūškad, **kis** jāmstabõd*<br/>
>ne ūška-d, kis jāmsta-bõd<br/>
>these snake-PL who bite-3PL<br/>
>'these snakes that bite'<br/>
([Viitso and Ernštreits 2012](sources.bib?label=Viitso+and+Ern%C5%A1treits+2012#cldf:viitso_livoki-estiki-tkisonarontoz_2012))

## Coding

The value is '1' if there is an interrogative pronoun 'who' that also appears as a relative pronoun and – in addition to referring to humans – it also refers to animates other than humans. The value is '0' if the corresponding pronoun does not refer to both, or a different pronoun is used instead.
",viitso_livoki-estiki-tkisonarontoz_2012
UT108,Does 'who' commonly appear as a relative pronoun used for inanimates?,,,Syntax,UT,"
Relative clauses may be introduced by a pronoun. This question asks whether there is an interrogative pronoun such as ‘who’ that, in addition to referring to animates, can also function as a relative pronoun referring to inanimates. For instance, the South Estonian *kiä* (1) can be used in this function.

(1) South Estonian (Seto)<br/>
>*kivi man om kistavars´, **kiä** kivvi .ümbre aas*<br/>
>mill at be.3SG lever who millstone.PRT around whirl.3SG<br/>
>’At the mill there is a lever that makes the millstone whirl’ 

## Coding

The value is ‘1’ if the interrogative pronoun ‘who’ also functions as a relative pronoun and can be used with inanimates. The value is ‘0’ if this pronoun cannot be used in this way or if a different pronoun is used instead.",
UT109,Can a demonstrative stem be used as a pronoun with a 3Sg human referent?,,,Lexicon,UT,"
Personal pronouns are used to express the so-called grammatical persons in singular and plural (e.g. Estonian *mina* 'I' - 1st person singular, *sina* 'you' - 2nd person singular, *tema* 's/he' - 3rd person singular etc.). With respect to 3rd person pronouns, a language may have a distinct personal pronoun (such as Estonian *tema* 's/he') but a demonstrative stem may also be used in this function (see [Bhat 2013](sources.bib?label=Bhat+2013#cldf:wals-43) for different types of connections between 3rd person pronouns and demonstratives). For instance, in colloquial Estonian, *see* 'this/that/it' may be used with a 3rd person singular human referent, though often with a negative connotation.

(1) Estonian <br/>
>*Mida **see** ka teab sellest*<br/>
>mida see ka tea-b selle-st<br/>
>what DEM also know-3SG DEM-ELA<br/>
>'What does s/he (lit. this one) know about this'

## Coding

The value is '1' if a demonstrative stem may be used with a 3rd person human referent (even if it is only characteristic of colloquial language). The value is '0' if only a personal pronoun occurs in this function.
",wals-43
UT110,"Are there possessive suffixes, the position of which varies in relation to case/number suffixes?",,,Morphology,UT,"
It is common for affixes to have a fixed order, although this is by no means universal. Still, multiple orders do not necessarily have consequences for meaning ([Lieber and Štekauer 2014](sources.bib?label=Lieber+and+%C5%A0tekauer+2014#cldf:lieber_and_stekauer_2014):376). A possessive suffix and a case suffix may be ordered in one way or a different way, cf. Hungarian *kutya-m-nak* (dog-POSS.1SG-DAT, i.e., px + case) vs. Finnish *koira-lle-ni* (dog-ALL-POSS.1SG, i.e., case + px) where both mean ‘to my dog'. In both languages the order of the affixes is fixed, meaning that in Hungarian the possessive suffix always precedes the case suffix and in Finnish it always follows the case suffix. By comparison, in Udmurt, there is variation in the ordering of the two suffixes depending on the case, e.g., with the terminative and dative the possessive suffix comes before the case suffix, whereas in the illative and prolative it follows the case suffix ([Kel'makov 2008](sources.bib?label=Kel%27makov+2008#cldf:kelmakov_udmurtin_2008):77).

## Coding

The value is '1' if the order of the possessive suffix and the case suffix can vary (as in Udmurt). The value is '0' if one of them precedes the other in all contexts (as in Hungarian and Finnish).
",kelmakov_udmurtin_2008;lieber_and_stekauer_2014
UT205,Are case and number marked cumulatively across the paradigm?,,,Morphology,UT,"
This question examines whether it is possible that case and number affixes cannot be segmented, i.e., they are coded by cumulative formatives (see veennset in example 1). Here, we are interested in cases where cumulative marking applies across the entire case paradigm of a language. Such markers may also be referred to as *portmanteau morphemes*. 

(1) Kildin Saami<br/>
>*Sõjj **veennset** liijjen lõhkma*<br/>
>Sõjj veenns-et liijjen lõhk-ma<br/>
>3PL.NOM boat-ACC.PL be.3PL.PST make-PTCP.PST<br/>
>‘They had made boats’<br/>
([Rießler 2022](sources.bib?label=Rie%C3%9Fler+2022#cldf:riesler_kildin_2022):231)<br/>

Whereas in Kildin Saami number and case are expressed by portmanteau suffixes (see [Rießler 2022](sources.bib?label=Rie%C3%9Fler+2022#cldf:riesler_kildin_2022):231), in Estonian, cumulative marking occurs with certain words and in some parts of the paradigm (cf. 2a-b). Thus, Estonian is coded as ‘0’ for this feature.

(2) Estonian<br/>
>a. *mägesid*<br/>
>mäge-sid<br/>
>mountain-PL.PRT<br/>
>‘mountains’<br/>

>b. *mägedel*<br/> 
>mäge-de-l<br/>
>mountain-PL-ADE<br/>
>‘on the mountains’<br/>

## Coding

The value is '1', if case and number can be marked cumulatively across the entire case paradigm. If cumulative marking is possible only in some parts of the paradigm or it is not possible at all, the value is ‘0’.
",riesler_kildin_2022
UT112,Are there different words for mother’s brother and father’s brother?,,,Lexicon,UT,"
This question asks whether there are different words for the mother’s brother and the father’s brother, as in Komi Zyrian.

Komi Zyrian<br/>
>*чож*<br/>
>t͡ɕoʒ<br/>
>'mother’s brother'

>*унай*<br/>
>unɑj<br/>
>'father’s brother'

## Coding

The answer is '1' if there are separate words and both are in use in the language.",
UT113,Are there different words for younger and older relatives for relations other than siblings?,,,Lexicon,UT,"
This question asks whether kinship terms distinguish older and younger relatives, apart from siblings, as in North Saami.

North Saami<br/>
>*eahki* 'father's older brother'<br/>
>*čeahci* 'father's younger brother'<br/>
>*goaski* 'mother's older sister'<br/>
>*muoŧŧá* 'mother's younger sister'<br/>

## Coding

The answer is '1' if there are separate words and they are in use in the language.",
UT114,Is there an animacy distinction for both concepts: 'new/young' and 'old'?,,,Lexicon,UT,"
This question asks whether the choice of words meaning 'old' and 'new/young' depends on animacy, as in Hungarian.

Hungarian<br/>

>*régi film : öreg ember*<br/>
>'old movie' : 'old man'<br/>

>*új ruha : fiatal férfi*<br/>
>'new dress' vs. 'young man'<br/>

## Coding

The answer is '1' if there are separate words for both concepts. The answer is '0' if there is no distinction based on animacy, or if a distinction is made for only one of the concepts.",
UT115,Is there a distinction for both 'warm' and 'cold' depending on whether reference is to weather or the temperature of objects?,,,Lexicon,UT,"
This question asks whether different words are used for ‘warm’ and ‘cold’ depending on whether one is referring to the weather or to the temperature of objects. Such a distinction is found, for instance, in Pite Saami.

Pite Saami<br/>
*báhkas : tjåskes*<br/>
'hot weather' : 'cold weather'

*bivval : galbma*<br/>
'hot' : 'cold'

## Coding

The answer is ‘1’ if such a distinction is made for both concepts. The answer is ‘0’ if there is no such distinction, or if the distinction is made for only one of the concepts.",
UT116,Is there contrastive length for consonants?,,,Phonology,UT,"
If there is a phonological opposition between single consonants and geminate consonants in a language, the length of the consonant changes the word meaning, as in Finnish and Estonian. 

(1) Finnish<br/>
>kuka /ˈku.kɑ/ ‘who’ vs. kukka /ˈkuk.kɑ/ ‘flower’<br/>

(2) Estonian<br/>
>varas /ˈvɑ.rɑs/ 'thief' vs. varras /ˈvɑr.rɑs/ 'rod; stick'

## Coding

The value is '1' if the meaning of the word depends on the length of the consonant.",
UT117,Is there contrastive length for vowels?,,,Phonology,UT,"
If there is a phonological opposition between short and long vowels in a language, the length of vowels changes the word meaning (see Finnish example). To compare, in Central Veps, a single vowel may sound long (e.g., _suŕ_ ’big’), but there is no phonological contrast.

(1) Finnish<br/>
>tuli /ˈtu.li/ ‘fire’ vs. tuuli /ˈtuː.li/ ‘wind’

## Coding

The value is '1' if the meaning of the word depends on the vowel length.",
UT118,Is there a contrast between short and long unstressed vowels?,,,Phonology,UT,"
If there is a phonological contrast between short and long vowels in unstressed syllables in a language, the length of unstressed vowels changes the word meaning, as in Finnish.

(1) Finnish<br/>
>kiven /ˈki.ven/ stone.GEN vs. kiveen /ˈki.veːn/ stone.ILL

## Coding

The value is '1' if the (grammatical) meaning of the word depends on the length of the vowel in an unstressed syllable.",
UT119,Is there a contrast in the length of geminate consonants?,,,Phonology,UT,"
A phonological contrast in the length of geminate consonants means that geminate length affects the word’s lexical or grammatical meaning.

(1) Estonian<br/>
>lolli /ˈlolʲ.lʲi/ stupid.GEN vs. lolli /ˈlolʲː.lʲi/ stupid.PRT<br/>

## Coding

The value is '1' if the (grammatical) meaning of the word depends on the length of the geminate.",
UT120,Are there more than two phonological quantities?,,,Phonology,UT,"
If there is a phonological opposition between long and overlong quantities in a language, it affects the word’s (grammatical) meaning.

(1) Estonian<br/>
>kooli /ˈkoːlʲi/ school.GEN (Q2) vs. kooli /ˈkooːlʲi/ school.PRT (Q3)<br/>

Cf. koli /ˈko.lʲi/ ‘trash’ (Q1)

## Coding

The value is '1' if the phonological difference between long and overlong quantity affects the word’s (grammatical) meaning.",
UT121,Are there extralong syllables?,,,Phonology,UT,"
Extralong syllables are syllables where a long vowel or diphthong precedes a long consonant or consonant cluster in the same syllable, i.e., they have the structure VVC1C1#, V1V2C1C1#, or V1V2C1C2#.

(1) Estonian<br/>
>saaki /saːk.ki/ harvest.PRT

(2) Finnish<br/>
>juokseva /ˈjuok.se.vɑ/ run.ACT.PRS.PTCP<br/>
>saamme /ˈsɑːm.me/ get.1PL

(3) Võro South Estonian<br/>
>trüüstmä /ˈtryyːsʲtʲ.mæ/ 'to console'

## Coding

The value is '1' if there are extralong syllables in a language.",
